year,date_start,date_end,question,tag,question_number,category,sub_sample,response,percent,unweighted n,number_respondents,m_o_e,poll,Comments
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,region,midwest,poor job,39,310,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,region,midwest,not sure,27,310,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,region,south,good job,27,574,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,region,south,poor job,40,574,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,region,south,not sure,33,574,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,region,west,good job,29,336,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,region,west,poor job,33,336,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,region,west,not sure,38,336,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,registered,registered voter,good job,31,1226,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,registered,registered voter,poor job,42,1226,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,registered,registered voter,not sure,27,1226,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,2020 vote,clinton,good job,48,506,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,2020 vote,clinton,poor job,20,506,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,2020 vote,clinton,not sure,32,506,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,2020 vote,trump,good job,13,458,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,2020 vote,trump,poor job,71,458,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,2020 vote,trump,not sure,16,458,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,party id,democrat,good job,45,523,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,party id,democrat,poor job,19,523,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,party id,democrat,not sure,36,523,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,party id,republican,good job,17,354,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,party id,republican,poor job,59,354,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,party id,republican,not sure,23,354,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,party id,independent,good job,21,622,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,party id,independent,poor job,42,622,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,party id,independent,not sure,37,622,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,ideology,liberal,good job,,,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,ideology,liberal,poor job,,,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,ideology,liberal,not sure,,,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,ideology,moderate,good job,,,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,ideology,moderate,poor job,,,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,ideology,moderate,not sure,,,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,ideology,conservative,good job,,,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,ideology,conservative,poor job,,,1500,2.9,Economist/YouGov,
2018,9/30/2018,10/2/2018,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,5,ideology,conservative,not sure,,,1500,2.9,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,total,total,good job,28,1490,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,total,total,poor job,39,1490,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,total,total,not sure,34,1490,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,gender,male,good job,32,684,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,gender,male,poor job,44,684,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,gender,male,not sure,24,684,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,gender,female,good job,24,806,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,gender,female,poor job,33,806,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,gender,female,not sure,43,806,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race/gender/education,white men no degree,good job,,,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race/gender/education,white men no degree,poor job,,,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race/gender/education,white men no degree,not sure,,,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race/gender/education,white men college grad,good job,,,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race/gender/education,white men college grad,poor job,,,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race/gender/education,white men college grad,not sure,,,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race/gender/education,white women no degree,good job,,,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race/gender/education,white women no degree,poor job,,,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race/gender/education,white women no degree,not sure,,,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race/gender/education,white women college grad,good job,,,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race/gender/education,white women college grad,poor job,,,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race/gender/education,white women college grad,not sure,,,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race,white,good job,28,1121,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race,white,poor job,40,1121,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race,white,not sure,32,1121,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race,black,good job,26,162,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race,black,poor job,34,162,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race,black,not sure,40,162,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race,hispanic,good job,34,137,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race,hispanic,poor job,34,137,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race,hispanic,not sure,32,137,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race,other,good job,12,70,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race,other,poor job,46,70,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,race,other,not sure,42,70,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,age,18-29,good job,33,300,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,age,18-29,poor job,30,300,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,age,18-29,not sure,37,300,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,age,30-44,good job,31,378,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,age,30-44,poor job,31,378,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,age,30-44,not sure,38,378,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,age,45-64,good job,25,552,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,age,45-64,poor job,40,552,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,age,45-64,not sure,34,552,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,age,65+,good job,23,260,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,age,65+,poor job,53,260,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,age,65+,not sure,24,260,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,income,under $50K,good job,27,719,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,income,under $50K,poor job,35,719,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,income,under $50K,not sure,38,719,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,income,$50-100K,good job,33,552,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,income,$50-100K,poor job,40,552,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,income,$50-100K,not sure,34,552,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,income,$100K+,good job,35,151,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,income,$100K+,poor job,48,151,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,income,$100K+,not sure,17,151,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,region,northeast,good job,27,329,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,region,northeast,poor job,41,329,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,region,northeast,not sure,32,329,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,region,midwest,good job,28,347,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,region,midwest,poor job,36,347,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,region,midwest,not sure,35,347,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,region,south,good job,25,541,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,region,south,poor job,41,541,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,region,south,not sure,34,541,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,region,west,good job,34,273,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,region,west,poor job,35,273,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,region,west,not sure,32,273,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,registered,registered voter,good job,28,1246,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,registered,registered voter,poor job,39,1246,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,registered,registered voter,not sure,34,1246,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,2020 vote,clinton,good job,50,549,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,2020 vote,clinton,poor job,21,549,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,2020 vote,clinton,not sure,30,549,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,2020 vote,trump,good job,13,449,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,2020 vote,trump,poor job,68,449,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,2020 vote,trump,not sure,19,449,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,party id,democrat,good job,44,490,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,party id,democrat,poor job,23,490,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,party id,democrat,not sure,33,490,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,party id,republican,good job,20,350,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,party id,republican,poor job,57,350,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,party id,republican,not sure,24,350,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,party id,independent,good job,21,650,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,party id,independent,poor job,40,650,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,party id,independent,not sure,40,650,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,ideology,liberal,good job,50,407,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,ideology,liberal,poor job,20,407,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,ideology,liberal,not sure,30,407,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,ideology,moderate,good job,30,481,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,ideology,moderate,poor job,38,481,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,ideology,moderate,not sure,32,481,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,ideology,conservative,good job,14,414,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,ideology,conservative,poor job,63,414,1500,3,Economist/YouGov,
2017,9/24/2017,9/26/2017,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,33,ideology,conservative,not sure,23,414,1500,3,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,total,total,good job,18,995,1000,4.6,Economist/YouGov,Syria chemical attack and Obama administration's ultimatum
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,total,total,poor job,49,995,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,total,total,not sure,33,995,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,gender,male,good job,16,489,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,gender,male,poor job,56,489,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,gender,male,not sure,28,489,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,gender,female,good job,20,506,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,gender,female,poor job,42,506,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,gender,female,not sure,38,506,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race/gender/education,white men no degree,good job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race/gender/education,white men no degree,poor job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race/gender/education,white men no degree,not sure,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race/gender/education,white men college grad,good job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race/gender/education,white men college grad,poor job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race/gender/education,white men college grad,not sure,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race/gender/education,white women no degree,good job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race/gender/education,white women no degree,poor job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race/gender/education,white women no degree,not sure,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race/gender/education,white women college grad,good job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race/gender/education,white women college grad,poor job,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race/gender/education,white women college grad,not sure,,,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race,white,good job,16,745,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race,white,poor job,51,745,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race,white,not sure,33,745,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race,black,good job,24,142,1000,4.6,Economist/YouGov,
2013,8/24/2013,8/26/2013,Do you think the United Nations is doing a good job or a poor job in trying to solve the problems it has had to face?,UN approval,38,race,black,poor job,34,142,1000,4.6,Economist/YouGov,
